,500
0,0.005662441253662109
1,0.007318973541259766
2,0.008164167404174805
3,0.00961923599243164
4,0.011152505874633789
5,0.012489080429077148
6,0.013867378234863281
7,0.015230894088745117
8,0.014143943786621094
9,0.01927781105041504
10,0.017865657806396484
11,0.016861438751220703
12,0.01802802085876465
13,0.019548416137695312
14,0.019750356674194336
15,0.020316123962402344
16,0.02156996726989746
17,0.021727561950683594
18,0.02320384979248047
19,0.02288532257080078
20,0.024213552474975586
21,0.02524256706237793
22,0.024167776107788086
23,0.025188207626342773
24,0.026018381118774414
25,0.02557826042175293
26,0.02472519874572754
27,0.025991439819335938
28,0.02553725242614746
29,0.025096416473388672
30,0.0253753662109375
31,0.027466297149658203
32,0.02693009376525879
33,0.02814626693725586
34,0.02906012535095215
35,0.0298309326171875
36,0.030218839645385742
37,0.03055429458618164
38,0.03051900863647461
39,0.030820369720458984
40,0.030834674835205078
41,0.031098365783691406
42,0.031443119049072266
43,0.031965017318725586
44,0.031939029693603516
45,0.0325007438659668
46,0.03258681297302246
47,0.03285694122314453
48,0.03285670280456543
49,0.03310108184814453
50,0.03309202194213867
51,0.03363227844238281
52,0.034024715423583984
53,0.034536123275756836
54,0.03502464294433594
55,0.035243988037109375
56,0.036090850830078125
57,0.03637337684631348
58,0.0369415283203125
59,0.03730511665344238
60,0.03797292709350586
61,0.03825974464416504
62,0.038689613342285156
63,0.03890204429626465
64,0.039598703384399414
65,0.03978157043457031
66,0.04069113731384277
67,0.0411074161529541
68,0.04105329513549805
69,0.04271841049194336
70,0.042351722717285156
71,0.04270505905151367
72,0.042438507080078125
73,0.04382967948913574
74,0.04355454444885254
75,0.04352855682373047
76,0.043772220611572266
77,0.04409980773925781
78,0.04437756538391113
79,0.044861555099487305
80,0.04510855674743652
81,0.045575618743896484
82,0.04586219787597656
83,0.04643869400024414
84,0.04760241508483887
85,0.04829597473144531
86,0.0489504337310791
87,0.04964852333068848
88,0.05014777183532715
89,0.050028324127197266
90,0.050493717193603516
91,0.05040860176086426
92,0.0505986213684082
93,0.050482988357543945
94,0.05094122886657715
95,0.05119466781616211
96,0.051354408264160156
97,0.05161404609680176
98,0.051639556884765625
99,0.051880836486816406
100,0.052102088928222656
101,0.05257081985473633
102,0.05279111862182617
103,0.05330371856689453
104,0.053504228591918945
105,0.055278778076171875
106,0.05550813674926758
107,0.05571413040161133
108,0.055898189544677734
109,0.05623579025268555
110,0.05666470527648926
111,0.05711174011230469
112,0.05750679969787598
113,0.058173418045043945
114,0.05865216255187988
115,0.059444427490234375
116,0.059946537017822266
117,0.060256004333496094
118,0.061856985092163086
119,0.06197643280029297
120,0.06242513656616211
121,0.06313467025756836
122,0.06355905532836914
123,0.06412482261657715
124,0.06440567970275879
125,0.06519341468811035
126,0.0658566951751709
127,0.06657123565673828
128,0.06696677207946777
129,0.06769704818725586
130,0.06810259819030762
131,0.06915616989135742
132,0.06975030899047852
133,0.07051634788513184
134,0.07100439071655273
135,0.07178306579589844
136,0.07227849960327148
137,0.07302665710449219
138,0.0735619068145752
139,0.07428193092346191
140,0.07479572296142578
141,0.07512569427490234
142,0.0756692886352539
143,0.07552027702331543
144,0.0761404037475586
145,0.07662367820739746
146,0.07756400108337402
147,0.0781259536743164
148,0.07919502258300781
149,0.07912397384643555
150,0.08000540733337402
151,0.08044147491455078
152,0.08110713958740234
153,0.0815439224243164
154,0.0823214054107666
155,0.08282780647277832
156,0.08349967002868652
157,0.08390617370605469
158,0.08449721336364746
159,0.08483266830444336
160,0.08518481254577637
161,0.08571434020996094
162,0.08604907989501953
163,0.0879671573638916
164,0.08831238746643066
165,0.0889427661895752
166,0.08950567245483398
167,0.09017515182495117
168,0.09064555168151855
169,0.09129452705383301
170,0.09169340133666992
171,0.09223508834838867
172,0.09255504608154297
173,0.09279513359069824
174,0.09310722351074219
175,0.09369945526123047
176,0.09644031524658203
177,0.09710693359375
178,0.09782695770263672
179,0.09818530082702637
180,0.09928536415100098
181,0.09962272644042969
182,0.09986615180969238
183,0.10008001327514648
184,0.10031867027282715
185,0.10089540481567383
186,0.10088992118835449
187,0.10139894485473633
188,0.10166263580322266
189,0.10218310356140137
190,0.10255599021911621
191,0.10301065444946289
192,0.10358071327209473
193,0.10380363464355469
194,0.10432910919189453
195,0.10433340072631836
196,0.1047208309173584
197,0.10504984855651855
198,0.1057889461517334
199,0.10611772537231445
200,0.10576057434082031
201,0.10705089569091797
202,0.10845518112182617
203,0.10835933685302734
204,0.10895156860351562
205,0.10927772521972656
206,0.10959434509277344
207,0.11016702651977539
208,0.11053109169006348
209,0.11112141609191895
210,0.11144161224365234
211,0.11200332641601562
212,0.11275792121887207
213,0.11337733268737793
214,0.11382198333740234
215,0.11454463005065918
216,0.11530613899230957
217,0.1158590316772461
218,0.11634421348571777
219,0.1169896125793457
220,0.11539363861083984
221,0.11573910713195801
222,0.11628055572509766
223,0.1166987419128418
224,0.11742424964904785
225,0.11777472496032715
226,0.11843395233154297
227,0.11869025230407715
228,0.11948680877685547
229,0.1195836067199707
230,0.11970686912536621
231,0.11956548690795898
232,0.11997485160827637
233,0.12021398544311523
234,0.12071871757507324
235,0.12096929550170898
236,0.12143230438232422
237,0.12156534194946289
238,0.12233781814575195
239,0.12256836891174316
240,0.12304496765136719
241,0.12324905395507812
242,0.12349343299865723
243,0.12363481521606445
244,0.12377405166625977
245,0.12393474578857422
246,0.12434697151184082
247,0.12450838088989258
248,0.12492966651916504
249,0.12481236457824707
250,0.1249384880065918
251,0.12505531311035156
252,0.12547922134399414
253,0.1256546974182129
254,0.12580633163452148
255,0.12567615509033203
256,0.12578845024108887
257,0.1256108283996582
258,0.12571263313293457
259,0.12552237510681152
260,0.12545156478881836
261,0.12525653839111328
262,0.12536191940307617
263,0.1327836513519287
264,0.13351798057556152
265,0.13378286361694336
266,0.13360261917114258
267,0.13482904434204102
268,0.13429689407348633
269,0.13420677185058594
270,0.13434243202209473
271,0.13459134101867676
272,0.13437771797180176
273,0.13454318046569824
274,0.1347179412841797
275,0.1351926326751709
276,0.1350390911102295
277,0.13551640510559082
278,0.13600468635559082
279,0.1361706256866455
280,0.13638639450073242
281,0.13663935661315918
282,0.13663172721862793
283,0.13681817054748535
284,0.13707971572875977
285,0.13760137557983398
286,0.13792157173156738
287,0.13854694366455078
288,0.13858985900878906
289,0.1391587257385254
290,0.1393735408782959
291,0.1399075984954834
292,0.14014959335327148
293,0.14071226119995117
294,0.14100193977355957
295,0.14130306243896484
296,0.14187312126159668
297,0.14214038848876953
298,0.14273786544799805
299,0.14297080039978027
300,0.1432945728302002
301,0.14392352104187012
302,0.144606351852417
303,0.1448662281036377
304,0.14591288566589355
305,0.14616036415100098
306,0.14659857749938965
307,0.14638185501098633
308,0.14690113067626953
309,0.14719533920288086
310,0.14771676063537598
311,0.14818906784057617
312,0.14891338348388672
313,0.14900493621826172
314,0.1495664119720459
315,0.14983320236206055
316,0.15037846565246582
317,0.1506345272064209
318,0.15086889266967773
319,0.1511549949645996
320,0.15193867683410645
321,0.15229463577270508
322,0.15292596817016602
323,0.153303861618042
324,0.15394163131713867
325,0.1542367935180664
326,0.15481805801391602
327,0.15521478652954102
328,0.1557784080505371
329,0.15587377548217773
330,0.15643072128295898
331,0.15682482719421387
332,0.1573808193206787
333,0.1578199863433838
334,0.1564793586730957
335,0.1593339443206787
336,0.15798115730285645
337,0.1583266258239746
338,0.1589210033416748
339,0.15913128852844238
340,0.15955615043640137
341,0.16048979759216309
342,0.16098284721374512
343,0.16127991676330566
344,0.1618492603302002
345,0.1620471477508545
346,0.1626110076904297
347,0.16295933723449707
348,0.1638181209564209
349,0.16424131393432617
350,0.16486716270446777
351,0.16530656814575195
352,0.16597533226013184
353,0.1663813591003418
354,0.1667771339416504
355,0.16745948791503906
356,0.16785478591918945
357,0.16844773292541504
358,0.17316675186157227
359,0.17419815063476562
360,0.17518258094787598
361,0.17585444450378418
362,0.17664337158203125
363,0.17728161811828613
364,0.17790985107421875
365,0.1786973476409912
366,0.18004417419433594
367,0.18134427070617676
368,0.1812286376953125
369,0.18172287940979004
370,0.18343043327331543
371,0.18290185928344727
372,0.18349385261535645
373,0.18383264541625977
374,0.1844632625579834
375,0.18486714363098145
376,0.18549847602844238
377,0.18581724166870117
378,0.18646240234375
379,0.18681979179382324
380,0.18744373321533203
381,0.1878986358642578
382,0.18853521347045898
383,0.1887044906616211
384,0.18892216682434082
385,0.18928241729736328
386,0.18946266174316406
387,0.19046854972839355
388,0.1909773349761963
389,0.19155216217041016
390,0.19221282005310059
391,0.19301700592041016
392,0.19373631477355957
393,0.1937880516052246
394,0.19416427612304688
395,0.19432878494262695
396,0.19510126113891602
397,0.1952342987060547
398,0.19550347328186035
399,0.1959078311920166
400,0.196516752243042
401,0.19704771041870117
402,0.1977708339691162
403,0.19796347618103027
404,0.19864153861999512
405,0.19906997680664062
406,0.19953155517578125
407,0.19978594779968262
408,0.20029330253601074
409,0.2011702060699463
410,0.20173072814941406
411,0.2024672031402588
412,0.20276427268981934
413,0.203155517578125
414,0.20360732078552246
415,0.2042989730834961
416,0.2047584056854248
417,0.20573043823242188
418,0.20647764205932617
419,0.2072138786315918
420,0.20783662796020508
421,0.20852327346801758
422,0.20912694931030273
423,0.20995855331420898
424,0.2106161117553711
425,0.21065235137939453
426,0.21144890785217285
427,0.21155667304992676
428,0.21230244636535645
429,0.21284198760986328
430,0.21371245384216309
431,0.21425151824951172
432,0.2150712013244629
433,0.21513724327087402
434,0.21593785285949707
435,0.21654391288757324
436,0.2172846794128418
437,0.21787452697753906
438,0.2186720371246338
439,0.2192697525024414
440,0.2202775478363037
441,0.2211291790008545
442,0.22158551216125488
443,0.22237539291381836
444,0.22292065620422363
445,0.22366976737976074
446,0.22405600547790527
447,0.22481083869934082
448,0.22526121139526367
449,0.22574901580810547
450,0.22625303268432617
451,0.22706007957458496
452,0.2275843620300293
453,0.2283165454864502
454,0.22872066497802734
455,0.2295060157775879
456,0.23006558418273926
457,0.23060393333435059
458,0.23137164115905762
459,0.23191022872924805
460,0.23284554481506348
461,0.233323335647583
462,0.23410582542419434
463,0.23458552360534668
464,0.23528814315795898
465,0.23567652702331543
466,0.2364356517791748
467,0.2369229793548584
468,0.2376258373260498
469,0.23811650276184082
470,0.238861083984375
471,0.2394106388092041
472,0.24001145362854004
473,0.24049162864685059
474,0.2410118579864502
475,0.2416541576385498
476,0.24207639694213867
477,0.24263834953308105
478,0.24286270141601562
479,0.24360060691833496
480,0.24454212188720703
481,0.24534988403320312
482,0.2456507682800293
483,0.24654173851013184
484,0.24736952781677246
485,0.24800848960876465
486,0.24846959114074707
487,0.24936628341674805
488,0.24994850158691406
489,0.250683069229126
490,0.2509751319885254
491,0.2515573501586914
492,0.25218653678894043
493,0.2529284954071045
494,0.25339794158935547
495,0.25417137145996094
496,0.2545297145843506
497,0.25550007820129395
498,0.2558424472808838
499,0.25676798820495605
500,0.2568399906158447
501,0.25728654861450195
502,0.2576916217803955
503,0.2580692768096924
504,0.25861668586730957
505,0.2590188980102539
506,0.2590806484222412
507,0.25943541526794434
508,0.2598872184753418
509,0.26038193702697754
510,0.2606682777404785
511,0.2608938217163086
512,0.2611095905303955
513,0.26134729385375977
514,0.2617363929748535
515,0.261782169342041
516,0.26210689544677734
517,0.262317419052124
518,0.26282453536987305
519,0.2629082202911377
520,0.26309680938720703
521,0.2633178234100342
522,0.2635788917541504
523,0.2634446620941162
524,0.26387977600097656
525,0.2639739513397217
526,0.26423144340515137
527,0.26454877853393555
528,0.2563648223876953
529,0.2653806209564209
530,0.2574734687805176
531,0.2575852870941162
532,0.25789308547973633
533,0.25794219970703125
534,0.25841331481933594
535,0.2585628032684326
536,0.25867176055908203
537,0.2589714527130127
538,0.25905919075012207
539,0.25905752182006836
540,0.2594637870788574
541,0.2597055435180664
542,0.2598843574523926
543,0.260326623916626
544,0.260467529296875
545,0.26097941398620605
546,0.2611997127532959
547,0.2613341808319092
548,0.26164913177490234
549,0.262239933013916
550,0.26230955123901367
551,0.26253461837768555
552,0.26290178298950195
553,0.2632722854614258
554,0.2634561061859131
555,0.26346516609191895
556,0.2638704776763916
557,0.26391005516052246
558,0.264545202255249
559,0.2645876407623291
560,0.2651481628417969
561,0.26521778106689453
562,0.26577210426330566
563,0.26573896408081055
564,0.2664182186126709
565,0.2662546634674072
566,0.26693058013916016
567,0.26699137687683105
568,0.26746535301208496
569,0.26745128631591797
570,0.267789363861084
571,0.26761293411254883
572,0.2680346965789795
573,0.2682192325592041
574,0.2682340145111084
575,0.26848387718200684
576,0.26886439323425293
577,0.2686598300933838
578,0.26915812492370605
579,0.2688417434692383
580,0.2693164348602295
581,0.2693448066711426
582,0.26967787742614746
583,0.26939821243286133
584,0.2697279453277588
585,0.2696983814239502
586,0.2696859836578369
587,0.26983070373535156
588,0.2700357437133789
589,0.27013254165649414
590,0.27043938636779785
591,0.27034807205200195
592,0.27036476135253906
593,0.27036166191101074
594,0.27083587646484375
595,0.27088236808776855
596,0.2709007263183594
597,0.2711787223815918
598,0.2710707187652588
599,0.27141690254211426
600,0.27307844161987305
601,0.2716867923736572
602,0.27185845375061035
603,0.2741706371307373
604,0.27434277534484863
605,0.2736349105834961
606,0.27347302436828613
607,0.2739226818084717
608,0.2752509117126465
609,0.2736368179321289
610,0.2750885486602783
611,0.27469468116760254
612,0.2767679691314697
613,0.27588772773742676
614,0.27604150772094727
615,0.27719759941101074
616,0.27710628509521484
617,0.2775733470916748
618,0.277695894241333
619,0.2779262065887451
620,0.2784149646759033
621,0.2785675525665283
622,0.2790822982788086
623,0.27924513816833496
624,0.2797534465789795
625,0.2799558639526367
626,0.2804679870605469
627,0.2802388668060303
628,0.2804749011993408
629,0.28090739250183105
630,0.281003475189209
631,0.28125691413879395
632,0.2809450626373291
633,0.281466007232666
634,0.2815990447998047
635,0.28191423416137695
636,0.2815983295440674
637,0.28194189071655273
638,0.2816445827484131
639,0.2821049690246582
640,0.281801700592041
641,0.28195953369140625
642,0.2822139263153076
643,0.28225064277648926
644,0.28250694274902344
645,0.2828691005706787
646,0.2829430103302002
647,0.28296709060668945
648,0.2830023765563965
649,0.283038854598999
650,0.2830498218536377
651,0.28314852714538574
652,0.2831556797027588
653,0.2828986644744873
654,0.28366708755493164
655,0.2830944061279297
656,0.2834494113922119
657,0.28328943252563477
658,0.28374242782592773
659,0.2837352752685547
660,0.28403401374816895
661,0.2841329574584961
662,0.284503698348999
663,0.28421521186828613
664,0.2844398021697998
665,0.2845325469970703
666,0.28516173362731934
667,0.28530144691467285
668,0.28533053398132324
669,0.2852799892425537
670,0.285907506942749
671,0.28562402725219727
672,0.2860836982727051
673,0.28594374656677246
674,0.2866196632385254
675,0.2869720458984375
676,0.2872006893157959
677,0.28772425651550293
678,0.2879490852355957
679,0.2880408763885498
680,0.2883009910583496
681,0.288787841796875
682,0.28897738456726074
683,0.289323091506958
684,0.289562463760376
685,0.28970885276794434
686,0.28989291191101074
687,0.2903404235839844
688,0.290388822555542
689,0.29069972038269043
690,0.29076099395751953
691,0.2910435199737549
692,0.2910189628601074
693,0.29100704193115234
694,0.2910282611846924
695,0.29138684272766113
696,0.29140186309814453
697,0.2917466163635254
698,0.2914588451385498
699,0.2919614315032959
700,0.29206252098083496
701,0.29253268241882324
702,0.2929046154022217
703,0.29325389862060547
704,0.2929856777191162
705,0.29355883598327637
706,0.2932908535003662
707,0.293804407119751
708,0.29432106018066406
709,0.2977283000946045
710,0.2980842590332031
711,0.2990105152130127
712,0.29909753799438477
713,0.29961633682250977
714,0.3004114627838135
715,0.2999451160430908
716,0.30112218856811523
717,0.30013608932495117
718,0.3010685443878174
719,0.30092382431030273
720,0.30100250244140625
721,0.3014521598815918
722,0.30177974700927734
723,0.3019888401031494
724,0.3020193576812744
725,0.3022730350494385
726,0.3023974895477295
727,0.30268311500549316
728,0.302412748336792
729,0.3025624752044678
730,0.3027982711791992
731,0.30307483673095703
732,0.3028116226196289
733,0.30296969413757324
734,0.3029353618621826
735,0.30338501930236816
736,0.3031301498413086
737,0.30329132080078125
738,0.3034653663635254
739,0.30339932441711426
740,0.30330419540405273
741,0.30382633209228516
742,0.30363035202026367
743,0.303971529006958
744,0.30379199981689453
745,0.30414390563964844
746,0.30399656295776367
747,0.30441713333129883
748,0.3044579029083252
749,0.3047506809234619
750,0.3047208786010742
751,0.30477476119995117
752,0.3048386573791504
753,0.3049323558807373
754,0.30475592613220215
755,0.30521559715270996
756,0.3049767017364502
757,0.30533266067504883
758,0.3051145076751709
759,0.30558276176452637
760,0.30536413192749023
761,0.30579113960266113
762,0.3058207035064697
763,0.3059098720550537
764,0.306135892868042
765,0.30631399154663086
766,0.30643653869628906
767,0.30864644050598145
768,0.3086402416229248
769,0.30843305587768555
770,0.308635950088501
771,0.30858945846557617
772,0.3084084987640381
773,0.30858278274536133
774,0.30840587615966797
775,0.30870652198791504
776,0.3085479736328125
777,0.3086392879486084
778,0.3084595203399658
779,0.30901408195495605
780,0.3089919090270996
781,0.30904388427734375
782,0.3088517189025879
783,0.30890965461730957
784,0.30894947052001953
785,0.30869531631469727
786,0.30852198600769043
787,0.30861425399780273
788,0.30876922607421875
789,0.3084447383880615
790,0.3082444667816162
791,0.3084120750427246
792,0.30867815017700195
793,0.30856943130493164
794,0.30863022804260254
795,0.3086698055267334
796,0.30895185470581055
797,0.3086996078491211
798,0.3090529441833496
799,0.30873775482177734
800,0.3087913990020752
801,0.30911684036254883
802,0.30910539627075195
803,0.3091740608215332
804,0.3092505931854248
805,0.3095366954803467
806,0.309281587600708
807,0.30933284759521484
808,0.30957603454589844
809,0.3092374801635742
810,0.3094139099121094
811,0.30915188789367676
812,0.309450626373291
813,0.30938267707824707
814,0.30937957763671875
815,0.3094027042388916
816,0.3094344139099121
817,0.30944252014160156
818,0.30918383598327637
819,0.3092801570892334
820,0.3095088005065918
821,0.3096444606781006
822,0.3094799518585205
823,0.3098423480987549
824,0.309755802154541
825,0.3096005916595459
826,0.3095710277557373
827,0.30960965156555176
828,0.30911803245544434
829,0.30954766273498535
830,0.30915164947509766
831,0.30920958518981934
832,0.3093533515930176
833,0.3093452453613281
834,0.3094010353088379
835,0.30976009368896484
836,0.3096134662628174
837,0.30955076217651367
838,0.3094625473022461
839,0.3101015090942383
840,0.3101050853729248
841,0.30983638763427734
842,0.31032609939575195
843,0.3105320930480957
844,0.31056857109069824
845,0.3107767105102539
846,0.3106205463409424
847,0.3110675811767578
848,0.3108861446380615
849,0.3115050792694092
850,0.3115663528442383
851,0.31174707412719727
852,0.31183600425720215
853,0.3122563362121582
854,0.31195497512817383
855,0.3119971752166748
856,0.31236791610717773
857,0.3124725818634033
858,0.31250905990600586
859,0.3125886917114258
860,0.3129463195800781
861,0.312838077545166
862,0.31294918060302734
863,0.3129448890686035
864,0.3132929801940918
865,0.313185453414917
866,0.31352829933166504
867,0.31325459480285645
868,0.31337690353393555
869,0.3128831386566162
870,0.3133106231689453
871,0.31319355964660645
872,0.3132483959197998
873,0.3132293224334717
874,0.3255469799041748
875,0.3263866901397705
876,0.326749324798584
877,0.3270533084869385
878,0.3274543285369873
879,0.32726550102233887
880,0.32783079147338867
881,0.32761716842651367
882,0.32799744606018066
883,0.32793593406677246
884,0.3281736373901367
885,0.3280665874481201
886,0.3282942771911621
887,0.32822680473327637
888,0.32842254638671875
889,0.32830381393432617
890,0.3283212184906006
891,0.32831454277038574
892,0.3285939693450928
893,0.32851743698120117
894,0.3287501335144043
895,0.3286464214324951
896,0.32868432998657227
897,0.32878589630126953
898,0.3291356563568115
899,0.3291335105895996
900,0.3293948173522949
901,0.329334020614624
902,0.32965850830078125
903,0.32964086532592773
904,0.3298652172088623
905,0.32985401153564453
906,0.3301692008972168
907,0.3301553726196289
908,0.33031582832336426
909,0.3302955627441406
910,0.33055925369262695
911,0.33046913146972656
912,0.33072996139526367
913,0.33069944381713867
914,0.3309977054595947
915,0.33096790313720703
916,0.3312397003173828
917,0.33120059967041016
918,0.3314850330352783
919,0.33144116401672363
920,0.3316991329193115
921,0.33168935775756836
922,0.331920862197876
923,0.33170413970947266
924,0.3320772647857666
925,0.3320307731628418
926,0.3322572708129883
927,0.3321993350982666
928,0.33247876167297363
929,0.33246684074401855
930,0.33263516426086426
931,0.3324739933013916
932,0.3329031467437744
933,0.3330047130584717
934,0.33331751823425293
935,0.3333859443664551
936,0.3336770534515381
937,0.3336982727050781
938,0.33400917053222656
939,0.33410215377807617
940,0.33439159393310547
941,0.334367036819458
942,0.33461809158325195
943,0.33454084396362305
944,0.33442020416259766
945,0.3347477912902832
946,0.33470797538757324
947,0.3350186347961426
948,0.33508992195129395
949,0.3353884220123291
950,0.3357226848602295
951,0.3359673023223877
952,0.3362271785736084
953,0.33655214309692383
954,0.33652544021606445
955,0.3368384838104248
956,0.3370850086212158
957,0.33730244636535645
958,0.33752894401550293
959,0.3375399112701416
960,0.3377816677093506
961,0.33802199363708496
962,0.33795666694641113
963,0.3382730484008789
964,0.33837032318115234
965,0.33867454528808594
966,0.3387181758880615
967,0.33907055854797363
968,0.3393828868865967
969,0.3396599292755127
970,0.3399491310119629
971,0.3402678966522217
972,0.34052538871765137
973,0.3407454490661621
974,0.3409910202026367
975,0.3412466049194336
976,0.3415830135345459
977,0.34179019927978516
978,0.34218716621398926
979,0.34250545501708984
980,0.3427765369415283
981,0.3428928852081299
982,0.34322094917297363
983,0.343463659286499
984,0.3436863422393799
985,0.3437650203704834
986,0.3440864086151123
987,0.34429454803466797
988,0.34456968307495117
989,0.34471726417541504
990,0.3448927402496338
991,0.34482574462890625
992,0.3450498580932617
993,0.345200777053833
994,0.3451571464538574
995,0.345426082611084
996,0.3456602096557617
997,0.3455030918121338
998,0.34567952156066895
999,0.3453512191772461
1000,0.3455474376678467
1001,0.34518957138061523
1002,0.3449835777282715
1003,0.34464049339294434
1004,0.3443913459777832
1005,0.3437774181365967
1006,0.3440399169921875
1007,0.3438723087310791
1008,0.3433046340942383
1009,0.3430471420288086
1010,0.34313344955444336
1011,0.34298205375671387
1012,0.342803955078125
1013,0.3424198627471924
1014,0.34228086471557617
1015,0.3421206474304199
1016,0.3420252799987793
1017,0.34177398681640625
1018,0.34157443046569824
1019,0.3418447971343994
1020,0.3414649963378906
1021,0.3412020206451416
1022,0.3411123752593994
1023,0.34108924865722656
1024,0.3408851623535156
1025,0.3410022258758545
1026,0.34078383445739746
1027,0.3403637409210205
1028,0.33994269371032715
1029,0.34018397331237793
1030,0.339902400970459
1031,0.33950161933898926
1032,0.33928871154785156
1033,0.3393421173095703
1034,0.3390383720397949
1035,0.33913397789001465
1036,0.3388528823852539
1037,0.3386392593383789
1038,0.3381233215332031
1039,0.33825230598449707
1040,0.33779287338256836
1041,0.3375711441040039
1042,0.3369767665863037
1043,0.3371264934539795
1044,0.33665013313293457
1045,0.33635425567626953
1046,0.33616065979003906
1047,0.33583760261535645
1048,0.3356320858001709
1049,0.3353230953216553
1050,0.3350486755371094
1051,0.3348205089569092
1052,0.3343644142150879
1053,0.33397650718688965
1054,0.33379220962524414
1055,0.33360791206359863
1056,0.3331484794616699
1057,0.3330845832824707
1058,0.3326456546783447
1059,0.3324010372161865
1060,0.3325521945953369
1061,0.33246374130249023
1062,0.3323047161102295
1063,0.33217954635620117
1064,0.33185696601867676
1065,0.33195924758911133
1066,0.33174872398376465
1067,0.3316059112548828
1068,0.3315410614013672
1069,0.3315243721008301
1070,0.33135056495666504
1071,0.33154845237731934
1072,0.33153200149536133
1073,0.33136487007141113
